latitude,longitude,TaskID,clientName,Status,Team
24.44851876,39.68224136,61272723,,S-STCKR,waqas
24.44565825,39.68327799,61274547,,S-STCKR,waqas
24.4549451,39.674546,61373922,,S-STCKR,waqas
24.43971332,39.66512984,61402213,,S-STCKR,waqas
24.4422,39.6761,61456347,,S-STCKR,waqas
24.44710975,39.68098381,61272765,,S-STCKR,waqas
24.44224941,39.67770721,61456134,,S-STCKR,waqas
24.4901985,39.6672572,64455130,,S-STCKR,shakel
24.53655111,39.67995288,61409074,,S-STCKR,shakel
24.4437275,39.6932129,61274326,,S-STCKR,waqas
24.44920915,39.67505147,61406985,,S-STCKR,waqas
24.44644464,39.68206697,65040103,,S-STCKR,waqas
24.4466057,39.67904298,61272777,,S-STCKR,waqas
24.49266049,39.64866186,61402536,,S-STCKR,shakel
24.50477504,39.70102579,85072297,,S-STCKR,shakel
24.4849059,39.6686808,64421165,,S-STCKR,shakel
24.55896591,39.68765788,61269605,,S-STCKR,shakel
24.49402248,39.64948754,61268909,,S-STCKR,shakel
24.43608715,39.67451356,84925726,,S-STCKR,waqas
24.49134798,39.67135988,58922942,,S-STCKR,shakel
24.44405558,39.6851207,61274474,,S-STCKR,waqas
24.48247403,39.67334731,58973019,,S-STCKR,shakel
24.54601629,39.68804504,61286624,,S-STCKR,shakel
24.45029789,39.681914,85365380,,S-STCKR,waqas
24.45579303,39.62151413,65039005,,S-STCKR,waqas
24.45105906,39.63285303,61272533,,S-STCKR,waqas
24.49240787,39.65965057,58733509,,S-STCKR,shakel
24.43935097,39.67104894,87969520,,S-STCKR,waqas
24.44875689,39.68255609,61272815,,S-STCKR,waqas
24.52318396,39.64966023,61272439,,S-STCKR,shakel
24.49250847,39.65966801,58734161,,S-STCKR,shakel
24.43942436,39.66638254,87969533,,S-STCKR,waqas
24.44705218,39.67841957,61274357,,S-STCKR,waqas
24.54215949,39.68824463,61286345,,S-STCKR,shakel
24.48902966,39.66321449,58843241,,S-STCKR,shakel
24.47294657,39.64875628,61179021,,S-STCKR,shakel
24.4407972,39.65998889,64455119,,S-STCKR,waqas
24.54311747,39.68673249,61268967,,S-STCKR,shakel
24.54415619,39.68420183,61258076,,S-STCKR,shakel
24.4713754,39.630373,85365100,,S-STCKR,shakel
24.43700715,39.6331254,64431099,,S-STCKR,waqas
24.5607038,39.68663045,61269527,,S-STCKR,shakel
24.4365463,39.6766423,85443646,,S-STCKR,waqas
24.4827373,39.6924369,64421797,,S-STCKR,shakel
24.44565217,39.67128637,65552632,,S-STCKR,waqas
24.44596297,39.67975135,61272767,,S-STCKR,waqas
24.5256857,39.6455287,61275258,,S-STCKR,shakel
24.43299511,39.67739196,65715721,,S-STCKR,waqas
24.56256529,39.6810886,61205059,,S-STCKR,shakel
24.44351655,39.69590552,65145308,,S-STCKR,waqas
24.47005949,39.62753333,82762289,,S-STCKR,shakel
24.470792,39.6276626,82919789,,S-STCKR,shakel
24.44355527,39.69399187,61274320,,S-STCKR,waqas
24.48038541,39.64874692,58942356,,قفل متأخر,shakel
24.49867989,39.66589121,58854932,,M-OFF,shakel
24.48548504,39.63429049,82404325,,M-OFF,shakel
24.48825915,39.65573708,61268923,,M-OFF,shakel
24.4562503,39.6716677,61458234,,M-OFF,waqas
24.45781307,39.65075046,61707294,,M-OFF,waqas
24.50512966,39.66710535,61372023,,M-OFF,shakel
24.45510448,39.68096517,61406981,,M-OFF,waqas
24.45077215,39.67292435,61356537,,M-OFF,waqas
24.45689385,39.61738947,61500777,,M-OFF,waqas
24.45078557,39.66420202,61360510,,M-OFF,waqas
24.47631,39.696755,58852376,,M-OFF,shakel
24.46164158,39.61408591,61589349,,M-OFF,waqas
24.43503584,39.65511296,61407071,,M-OFF,waqas
24.4538837,39.66323031,61403990,,M-OFF,waqas
24.4496532,39.6897054,61456236,,M-OFF,waqas
24.45596267,39.68148474,61368729,,M-OFF,waqas
24.43949138,39.63551804,61259662,,M-OFF,waqas
24.44509421,39.63038904,63847258,,M-OFF,waqas
24.505403,39.672326,61406934,,M-OFF,shakel
24.45402654,39.6559225,61728233,,M-OFF,waqas
24.45014628,39.67730857,64261970,,M-OFF,waqas
24.44350564,39.64654764,61452294,,M-OFF,waqas
24.472173,39.712048,66004900,,M-OFF,waqas
24.45898773,39.61555321,61589077,,M-OFF,waqas
24.4530727,39.6218481,85088836,,M-OFF,waqas
24.45823168,39.6683272,61458119,,M-OFF,waqas
24.44546633,39.64711871,61274337,,M-OFF,waqas
24.45148847,39.66233543,61401619,,M-OFF,waqas
24.4431678,39.65160481,61274567,,M-OFF,waqas
24.44245523,39.68707157,61272863,,M-OFF,waqas
24.4623929,39.6177978,85443327,,M-OFF,waqas
24.48612275,39.6448433,58923030,,M-OFF,shakel
24.44813147,39.64620318,61456621,,M-OFF,waqas
24.46147359,39.61338564,61589109,,M-OFF,waqas
24.48860829,39.6437679,64132109,,M-OFF,shakel
24.46171217,39.61318143,61589051,,M-OFF,waqas
24.45341431,39.66570888,61359976,,M-OFF,waqas
24.43980677,39.66939579,61458249,,M-OFF,waqas
24.45134327,39.66187529,64155425,,M-OFF,waqas
24.44674945,39.68385939,61272722,,M-OFF,waqas
24.45881774,39.61537437,61589068,,M-OFF,waqas
24.4316215,39.6373407,61507369,,M-OFF,waqas
24.46023007,39.61735304,61508595,,M-OFF,waqas
24.44546295,39.6460047,61456636,,M-OFF,waqas
24.42473091,39.63655508,61456706,,M-OFF,waqas
24.45078975,39.63666286,61500895,,M-OFF,waqas
24.52755103,39.64936254,82762127,,تطبيب -التوصيلة,shakel
24.45356213,39.6624132,61403994,,M-OFF,waqas
24.44382517,39.67489526,61456149,,M-OFF,waqas
24.44063883,39.67420753,61299707,,M-OFF,waqas
24.46222983,39.61875717,61589911,,M-OFF,waqas
24.44527857,39.68454724,61274468,,M-OFF,waqas
24.45697199,39.61550329,61509297,,M-OFF,waqas
24.43690608,39.65468989,61496555,,M-OFF,waqas
24.43972083,39.66594017,70412897,,M-OFF,waqas
24.44679859,39.67428356,61455688,,M-OFF,waqas
24.44065373,39.67820526,61299857,,M-OFF,waqas
24.44639814,39.65122515,61595755,,M-OFF,waqas
24.52615336,39.64694864,61289373,,M-OFF,shakel
24.48131949,39.63276112,58973027,,تطبيب -التوصيلة,shakel
24.4861726,39.65662691,58867869,,تطبيب -التوصيلة,shakel
24.52099453,39.64768757,61289364,,تطبيب -التوصيلة,shakel
24.47338067,39.65656514,58970957,,تطبيب -التوصيلة,shakel
24.4567122,39.6446079,65146241,,M-ON,waqas
24.48441656,39.64478456,63907990,,M-ON,shakel
24.48265336,39.68436466,58973414,,تطبيب -التوصيلة,shakel
24.45534017,39.62370291,64765717,,تطبيب -التوصيلة,waqas
24.52431289,39.6452045,85089237,,تطبيب -التوصيلة,shakel
24.4572645,39.6586597,64259316,,تطبيب -التوصيلة,waqas
24.50313856,39.64370009,85091099,,تطبيب -التوصيلة,shakel
24.44732841,39.67118682,61701092,,تطبيب -التوصيلة,waqas
24.52685386,39.67500991,61342114,,تطبيب -التوصيلة,shakel
24.4684044,39.6454634,61402026,,تطبيب -التوصيلة,waqas
24.46316873,39.63102232,61274943,,تطبيب -التوصيلة,waqas
24.54035837,39.67694733,61407281,,M-ON,shakel
24.48466389,39.65127017,58970923,,M-ON,shakel
24.49072589,39.70448007,10110765513,,M-ON,shakel
24.46478086,39.6560242,61262910,,M-ON,waqas
24.52726722,39.66819995,61245783,,قفل مهم,shakel
24.52726722,39.66819995,61245783,,M-ON,shakel
24.47774294,39.64083635,61496657,,M-ON,shakel
24.4892384,39.652073,10110989036,,M-ON,shakel
24.53047896,39.67164426,61287096,,M-ON,shakel
24.47942642,39.64259103,58854945,,M-ON,shakel
24.54450648,39.67956495,84925535,,M-ON,shakel
24.44397818,39.69426318,61274303,,M-ON,waqas
24.47385427,39.65439818,84918513,,M-OFF,shakel
24.47710326,39.63918705,58985413,,M-ON,shakel
24.49431557,39.655698,61269324,,M-ON,shakel
